strategy,F1,F2,C,V,CAGR,daily_sharpe,max_drawdown,win_ratio,ytd
FCF_P_>=0.05__None__C3_ROE_SEQ_yoy__v1,FCF_P_>=0.05,None,C3_ROE_SEQ_yoy,v1,0.055253598036012486,87.08,-0.20141488163029775,0.6818181818181818,0.0
DEBTRATIO_0_0.35__ROE_>=20__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_0_0.35,ROE_>=20,C2_ROE_SEQ_riseq1,v1,0.055116497891305904,323.06,-0.11638549544308696,0.6,0.2600007248936502
ROE_<5__None__C3_ROE_SEQ_yoy__v1,ROE_<5,None,C3_ROE_SEQ_yoy,v1,0.055065498360639564,73.32,-0.4271659559173383,0.5608856088560885,-0.13880855430006478
DEBTRATIO_0_0.35__ROE_5_10__C3_ROE_SEQ_yoy__v1,DEBTRATIO_0_0.35,ROE_5_10,C3_ROE_SEQ_yoy,v1,0.05466729571839801,69.2,-0.4652165113060517,0.4326923076923077,-0.07829196112735293
DEBTRATIO_0_0.35__ROE_10_15__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_0_0.35,ROE_10_15,C5_REVENUE_GROWTH_yoy,v1,0.05465542595493056,96.2,-0.26011695290998116,0.5185185185185185,-0.010665787163861795
FCF_P_<0__DEBTRATIO_0_0.35__C3_ROE_SEQ_yoy__v0,FCF_P_<0,DEBTRATIO_0_0.35,C3_ROE_SEQ_yoy,v0,0.054655347670106824,68.84,-0.48830771674755125,0.5023696682464455,-0.09825463627202624
FCF_P_0_0.05__None__C8_FCF_MOM_riseq2__v0,FCF_P_0_0.05,None,C8_FCF_MOM_riseq2,v0,0.054206355198591405,67.86,-0.3926633115655409,0.5696517412935324,-0.12930386898289703
ROE_>=20__EPS_0_2__C3_ROE_SEQ_yoy__v1,ROE_>=20,EPS_0_2,C3_ROE_SEQ_yoy,v1,0.05412024180222219,109.02,-0.2903886006040828,0.6666666666666666,-0.10264665923566851
ROE_10_15__FCF_P_0_0.05__C6_EPS_QOQ_yoy__v1,ROE_10_15,FCF_P_0_0.05,C6_EPS_QOQ_yoy,v1,0.053912056415879483,83.37,-0.23865266740986835,0.5471698113207547,-0.11561157334643413
EPS_0_2__DEBTRATIO_0.35_0.55__C6_EPS_QOQ_yoy__v1,EPS_0_2,DEBTRATIO_0.35_0.55,C6_EPS_QOQ_yoy,v1,0.05384501770986283,99.64,-0.4286624831373844,0.6371681415929203,-0.12638828132058322
DEBTRATIO_>=0.55__EPS_>=2__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_>=0.55,EPS_>=2,C5_REVENUE_GROWTH_yoy,v1,0.05368570404704198,80.25,-0.2312231573623852,0.5555555555555556,-0.06534739731199013
ROE_10_15__EPS_>=2__C5_REVENUE_GROWTH_yoy__v0,ROE_10_15,EPS_>=2,C5_REVENUE_GROWTH_yoy,v0,0.05343337016332739,87.14,-0.2776135559727736,0.5765765765765766,0.06989888093142427
EPS_<0__ROE_>=20__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,EPS_<0,ROE_>=20,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.05325708315475697,87.59,-0.4396923168733624,0.6363636363636364,0.0
FCF_P_0_0.05__EPS_>=2__C3_ROE_SEQ_yoy__v0,FCF_P_0_0.05,EPS_>=2,C3_ROE_SEQ_yoy,v0,0.053206673551446926,71.83,-0.3989856411840138,0.5902366863905325,0.06095364707006312
DEBTRATIO_0.35_0.55__ROE_10_15__C6_EPS_QOQ_yoy__v1,DEBTRATIO_0.35_0.55,ROE_10_15,C6_EPS_QOQ_yoy,v1,0.0531334770414047,140.81,-0.14221184591179026,0.7368421052631579,-0.03560404605198619
DEBTRATIO_0_0.35__None__C6_EPS_QOQ_yoy__v1,DEBTRATIO_0_0.35,None,C6_EPS_QOQ_yoy,v1,0.05309505418707339,85.17,-0.41047040836259097,0.5198863636363636,-0.2084934872931964
FCF_P_>=0.05__ROE_15_20__C8_FCF_MOM_riseq2__v0,FCF_P_>=0.05,ROE_15_20,C8_FCF_MOM_riseq2,v0,0.05305389192947296,444.87,-0.14247993516509394,1.0,0.0
EPS_0_2__FCF_P_>=0.05__C5_REVENUE_GROWTH_yoy__v0,EPS_0_2,FCF_P_>=0.05,C5_REVENUE_GROWTH_yoy,v0,0.053034191745970016,54.88,-0.49102838940196514,0.5963302752293578,-0.12426028708444758
DEBTRATIO_0_0.35__ROE_<5__C6_EPS_QOQ_yoy__v0,DEBTRATIO_0_0.35,ROE_<5,C6_EPS_QOQ_yoy,v0,0.052556844434512584,89.59,-0.4109622216663268,0.5770142180094787,-0.09114185461583679
ROE_>=20__None__C2_ROE_SEQ_riseq1__v0,ROE_>=20,None,C2_ROE_SEQ_riseq1,v0,0.05240782052489079,105.5,-0.31140380215938035,0.5692307692307692,-0.0273724803281038
DEBTRATIO_0_0.35__EPS_>=2__C5_REVENUE_GROWTH_yoy__v0,DEBTRATIO_0_0.35,EPS_>=2,C5_REVENUE_GROWTH_yoy,v0,0.05234441557324776,82.71,-0.3860657186374429,0.572289156626506,0.06534594974939245
DEBTRATIO_0_0.35__FCF_P_<0__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,FCF_P_<0,C2_ROE_SEQ_riseq1,v0,0.05233241588142956,55.56,-0.5886229301059576,0.5454545454545454,-0.09050704391861053
ROE_>=20__FCF_P_0_0.05__C2_ROE_SEQ_riseq1__v0,ROE_>=20,FCF_P_0_0.05,C2_ROE_SEQ_riseq1,v0,0.05145937348988516,104.43,-0.3030801993673964,0.5833333333333334,-0.03584209571957231
FCF_P_0_0.05__EPS_<0__C3_ROE_SEQ_yoy__v1,FCF_P_0_0.05,EPS_<0,C3_ROE_SEQ_yoy,v1,0.05131977839889745,123.19,-0.1353318122573226,0.5714285714285714,0.06762897674418622
EPS_>=2__FCF_P_<0__C8_FCF_MOM_riseq2__v1,EPS_>=2,FCF_P_<0,C8_FCF_MOM_riseq2,v1,0.05099105044629604,355.62,-0.12811744859344387,0.6666666666666666,0.0
ROE_15_20__DEBTRATIO_0.35_0.55__C2_ROE_SEQ_riseq1__v1,ROE_15_20,DEBTRATIO_0.35_0.55,C2_ROE_SEQ_riseq1,v1,0.05086660520660313,193.18,-0.10330033003300354,1.0,0.0
FCF_P_>=0.05__EPS_>=2__C1_ROE_SEQ_qmax4__v1,FCF_P_>=0.05,EPS_>=2,C1_ROE_SEQ_qmax4,v1,0.05071909760261906,77.82,-0.60516487472555,0.5083333333333333,0.11485015519300346
ROE_>=20__EPS_0_2__C3_ROE_SEQ_yoy__v0,ROE_>=20,EPS_0_2,C3_ROE_SEQ_yoy,v0,0.050672602353362795,85.9,-0.571714903251562,0.611764705882353,-0.04414987300326623
ROE_<5__DEBTRATIO_0_0.35__C5_REVENUE_GROWTH_yoy__v0,ROE_<5,DEBTRATIO_0_0.35,C5_REVENUE_GROWTH_yoy,v0,0.05063621837017607,79.85,-0.46820552657136205,0.5705069124423963,-0.14215607093441995
EPS_<0__DEBTRATIO_>=0.55__None__v1,EPS_<0,DEBTRATIO_>=0.55,None,v1,0.05044920893942506,76.52,-0.5520866250740943,0.5348837209302325,0.0
FCF_P_0_0.05__DEBTRATIO_0_0.35__C6_EPS_QOQ_yoy__v1,FCF_P_0_0.05,DEBTRATIO_0_0.35,C6_EPS_QOQ_yoy,v1,0.05038438981755111,99.85,-0.3783280511482411,0.5224913494809689,-0.1896496453446106
EPS_0_2__DEBTRATIO_0.35_0.55__C3_ROE_SEQ_yoy__v1,EPS_0_2,DEBTRATIO_0.35_0.55,C3_ROE_SEQ_yoy,v1,0.05023855262657073,107.51,-0.4286624831373843,0.6216216216216216,-0.11694081042988902
DEBTRATIO_0.35_0.55__ROE_10_15__C8_FCF_MOM_riseq2__v0,DEBTRATIO_0.35_0.55,ROE_10_15,C8_FCF_MOM_riseq2,v0,0.0498960666742958,113.9,-0.2670858070341482,0.6666666666666666,0.12664195197659533
FCF_P_0_0.05__DEBTRATIO_0_0.35__C3_ROE_SEQ_yoy__v1,FCF_P_0_0.05,DEBTRATIO_0_0.35,C3_ROE_SEQ_yoy,v1,0.049593903665283046,111.59,-0.3783280511482411,0.5223880597014925,-0.19884387427509242
ROE_>=20__EPS_0_2__C8_FCF_MOM_riseq2__v1,ROE_>=20,EPS_0_2,C8_FCF_MOM_riseq2,v1,0.049433288628442096,108.59,-0.12573683684683845,0.6666666666666666,0.016831207547169935
EPS_<0__FCF_P_0_0.05__C2_ROE_SEQ_riseq1__v1,EPS_<0,FCF_P_0_0.05,C2_ROE_SEQ_riseq1,v1,0.049340595275116694,893.39,-0.05102736189984525,1.0,0.06762897674418644
EPS_>=2__ROE_>=20__C8_FCF_MOM_riseq2__v0,EPS_>=2,ROE_>=20,C8_FCF_MOM_riseq2,v0,0.049316366706122716,170.38,-0.3798109385550307,0.6363636363636364,0.11305387182602744
FCF_P_0_0.05__EPS_<0__C2_ROE_SEQ_riseq1__v0,FCF_P_0_0.05,EPS_<0,C2_ROE_SEQ_riseq1,v0,0.048984300210739073,201.31,-0.17990703331830427,0.7777777777777778,0.067628976744186
DEBTRATIO_0.35_0.55__None__C8_FCF_MOM_riseq2__v1,DEBTRATIO_0.35_0.55,None,C8_FCF_MOM_riseq2,v1,0.048936530772520026,103.74,-0.40886860343863995,0.5766423357664233,0.05211302032780707
FCF_P_>=0.05__DEBTRATIO_0_0.35__C6_EPS_QOQ_yoy__v0,FCF_P_>=0.05,DEBTRATIO_0_0.35,C6_EPS_QOQ_yoy,v0,0.04877637067298046,126.36,-0.36451064749193096,0.5980392156862745,0.08865358916276622
EPS_>=2__DEBTRATIO_>=0.55__C6_EPS_QOQ_yoy__v1,EPS_>=2,DEBTRATIO_>=0.55,C6_EPS_QOQ_yoy,v1,0.048606395207006825,93.57,-0.23657116971218284,0.5172413793103449,-0.0653473973119898
DEBTRATIO_0_0.35__ROE_10_15__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0_0.35,ROE_10_15,C2_ROE_SEQ_riseq1,v0,0.04859877831455606,133.57,-0.21925553443058243,0.5227272727272727,-0.034657704521562915
FCF_P_>=0.05__EPS_>=2__C8_FCF_MOM_riseq2__v1,FCF_P_>=0.05,EPS_>=2,C8_FCF_MOM_riseq2,v1,0.0484914755547976,133.97,-0.1782637575004098,0.8,0.0
DEBTRATIO_>=0.55__ROE_>=20__C2_ROE_SEQ_riseq1__v1,DEBTRATIO_>=0.55,ROE_>=20,C2_ROE_SEQ_riseq1,v1,0.04844133450004473,169.61,-0.03909983174425136,1.0,0.0
DEBTRATIO_0_0.35__None__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_0_0.35,None,C5_REVENUE_GROWTH_yoy,v1,0.04808549602698231,104.96,-0.4379722539360903,0.5415730337078651,-0.12290185049977287
