strategy,F組合,C,CAGR,None基準CAGR,C增益,max_drawdown,win_ratio,daily_sharpe,平均持股數
EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb0of3,C10_EPS_DYN_qmax4,0.17841442760675164,0.12828527868128847,0.05012914892546316,-0.28185133507236015,0.4898785425101215,112.7,55.86842105263158
EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C8_EPS_DYN_riseq1__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb0of3,C8_EPS_DYN_riseq1,0.1780497916587791,0.12828527868128847,0.04976451297749063,-0.24809959848759455,0.5,82.26,114.13636363636364
MOM_qb2of3__PB_qb1of3__C8_EPS_DYN_riseq1__v0,MOM_qb2of3__PB_qb1of3,C8_EPS_DYN_riseq1,0.17786443019870846,0.1239109750667835,0.053953455131924954,-0.2709582659094445,0.4418960244648318,83.32,115.4090909090909
MOM_qb2of3__EV_EBITDA_qb0of3__C7_ROE_DYN_ytdavg_gt_lyavg__v0,MOM_qb2of3__EV_EBITDA_qb0of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.17773912544925397,0.12258619904852153,0.05515292640073244,-0.24979596657651615,0.4363885088919289,169.26,92.08823529411765
MOM_qb2of3__NETDEBT_EBITDA_qb0of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__NETDEBT_EBITDA_qb0of3,C10_EPS_DYN_qmax4,0.17736860498849283,0.11953653739992554,0.05783206758856729,-0.309481869807792,0.4405458089668616,124.31,56.21052631578947
MOM_qb2of3__OCF_E_qb2of3__C15_FCF_P_DYN_riseq1__v0,MOM_qb2of3__OCF_E_qb2of3,C15_FCF_P_DYN_riseq1,0.1773633530476746,0.12539652096921095,0.05196683207846364,-0.24060435170846672,0.4742049469964664,81.82,103.4090909090909
EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C1_ROE_DYN_riseq1__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb0of3,C1_ROE_DYN_riseq1,0.17626332922716426,0.12828527868128847,0.04797805054587578,-0.2522438466485758,0.49069539666993145,79.5,112.81818181818181
MOM_qb2of3__OCF_E_qb2of3__C16_FCF_P_DYN_riseq2__v0,MOM_qb2of3__OCF_E_qb2of3,C16_FCF_P_DYN_riseq2,0.17565026679771267,0.12539652096921095,0.05025374582850173,-0.2487366687356588,0.4580152671755725,95.97,109.92682926829268
MOM_qb2of3__EV_S_qb0of3__C16_FCF_P_DYN_riseq2__v0,MOM_qb2of3__EV_S_qb0of3,C16_FCF_P_DYN_riseq2,0.17524204168276225,0.13292930097775435,0.0423127407050079,-0.26457966224420937,0.44937238493723847,88.26,108.04878048780488
MOM_qb2of3__EV_EBITDA_qb0of3__C3_ROE_DYN_qmax4__v0,MOM_qb2of3__EV_EBITDA_qb0of3,C3_ROE_DYN_qmax4,0.17428999760113673,0.12258619904852153,0.0517037985526152,-0.26321122773768735,0.47332421340629277,117.08,77.05263157894737
EV_S_qb0of3__NETDEBT_EBITDA_qb1of3__C17_FCF_P_DYN_qmax4__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb1of3,C17_FCF_P_DYN_qmax4,0.17259790957661925,0.10112184410158442,0.07147606547503482,-0.24302884241641343,0.4719710669077758,119.82,46.63157894736842
MOM_qb2of3__VOL_qb0of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__VOL_qb0of3,C10_EPS_DYN_qmax4,0.17227750965682098,0.12263209587776425,0.049645413779056735,-0.20035270777776826,0.4531886024423338,120.58,71.78947368421052
EV_S_qb0of3__PS_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,EV_S_qb0of3__PS_qb1of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.17216431937425503,0.1494327236674522,0.022731595706802832,-0.26400062436325544,0.49640287769784175,160.3,43.705882352941174
MOM_qb2of3__OCF_E_qb2of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__OCF_E_qb2of3,C10_EPS_DYN_qmax4,0.17179441001616902,0.12539652096921095,0.046397889046958074,-0.2707027906006244,0.4548422198041349,137.29,94.3157894736842
EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C2_ROE_DYN_riseq2__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb0of3,C2_ROE_DYN_riseq2,0.1717319903663974,0.12828527868128847,0.04344671168510894,-0.2623500049446954,0.49875311720698257,92.39,109.7560975609756
EV_S_qb0of3__NETDEBT_EBITDA_qb0of3__C3_ROE_DYN_qmax4__v0,EV_S_qb0of3__NETDEBT_EBITDA_qb0of3,C3_ROE_DYN_qmax4,0.1712567997700698,0.12828527868128847,0.04297152108878133,-0.25594682598482155,0.4810924369747899,111.68,52.6578947368421
EV_S_qb0of3__DEBTRATIO_qb0of3__C5_ROE_DYN_yoy__v0,EV_S_qb0of3__DEBTRATIO_qb0of3,C5_ROE_DYN_yoy,0.17104409382674435,0.10228716598326537,0.06875692784347898,-0.2778217497533636,0.4532967032967033,161.76,58.61764705882353
EV_S_qb0of3__ROE_qb2of3__C17_FCF_P_DYN_qmax4__v0,EV_S_qb0of3__ROE_qb2of3,C17_FCF_P_DYN_qmax4,0.17102652647374939,0.108380563997587,0.06264596247616239,-0.2848414171696767,0.47766323024054985,124.76,47.55263157894737
MOM_qb2of3__DEBTRATIO_qb2of3__C3_ROE_DYN_qmax4__v0,MOM_qb2of3__DEBTRATIO_qb2of3,C3_ROE_DYN_qmax4,0.17089928618866557,0.11863747882141928,0.05226180736724628,-0.3026480954476418,0.4521354933726068,124.67,67.78947368421052
MOM_qb2of3__PB_qb1of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__PB_qb1of3,C10_EPS_DYN_qmax4,0.1703366044116117,0.1239109750667835,0.04642562934482819,-0.283604836039421,0.46272855133614627,133.95,69.05263157894737
MOM_qb2of3__PS_qb1of3__C18_FCF_P_DYN_qmax8__v0,MOM_qb2of3__PS_qb1of3,C18_FCF_P_DYN_qmax8,0.17005496348694327,0.1106502116586423,0.05940475182830096,-0.35344466578935474,0.453125,122.23,21.115384615384617
EV_S_qb0of3__EV_EBITDA_qb0of3__C17_FCF_P_DYN_qmax4__v0,EV_S_qb0of3__EV_EBITDA_qb0of3,C17_FCF_P_DYN_qmax4,0.16997298693640728,0.11517105902749081,0.05480192790891647,-0.28130763126421265,0.46200607902735563,114.98,55.6578947368421
MOM_qb2of3__ROE_qb2of3__C15_FCF_P_DYN_riseq1__v0,MOM_qb2of3__ROE_qb2of3,C15_FCF_P_DYN_riseq1,0.16932829437623753,0.12359532705971277,0.045732967316524764,-0.25709487172428314,0.4815533980582524,84.24,115.04545454545455
EV_S_qb0of3__DEBTRATIO_qb2of3__C10_EPS_DYN_qmax4__v0,EV_S_qb0of3__DEBTRATIO_qb2of3,C10_EPS_DYN_qmax4,0.16891218202592428,0.09970084976840887,0.06921133225751541,-0.2635320890686126,0.47218045112781953,116.01,79.44736842105263
MOM_qb2of3__PS_qb1of3__C10_EPS_DYN_qmax4__v0,MOM_qb2of3__PS_qb1of3,C10_EPS_DYN_qmax4,0.16860423113728995,0.1106502116586423,0.057954019478647645,-0.31918518311861543,0.4275568181818182,141.36,71.13157894736842
MOM_qb2of3__ROE_qb2of3__C3_ROE_DYN_qmax4__v0,MOM_qb2of3__ROE_qb2of3,C3_ROE_DYN_qmax4,0.16840115225363528,0.12359532705971277,0.04480582519392251,-0.2822197651975724,0.468213058419244,130.42,116.26315789473684
