strategy,primary,secondary,CAGR,primary_solo_CAGR,配對增益,max_drawdown,win_ratio,平均持股數,持股月份覆蓋率,持股數p10,晉升,未過原因
PS_qb1of3__ROE_qb2of3__None__v0,PS_qb1,ROE_qb2,0.11938211139414667,0.10454523190678677,0.0148368794873599,-0.5873626480573605,0.48293743726998994,156.69023569023568,1.0,73.0,True,
EV_S_qb1of3__ACCRUAL_qb0of3__None__v0,EV_S_qb1,ACCRUAL_qb0,0.11933321896314197,0.11261458954493708,0.006718629418204891,-0.6104612994120884,0.4734798160449668,158.24915824915826,1.0,97.0,True,
MOM_qb2of3__CROIC_qb0of3__None__v0,MOM_qb2,CROIC_qb0,0.11831328931726381,0.11517070621059111,0.003142583106672703,-0.6938011371412466,0.4660884648742411,138.58922558922558,1.0,77.0,True,
PS_qb1of3__NETDEBT_EBITDA_qb0of3__None__v0,PS_qb1,NETDEBT_EBITDA_qb0,0.11822478808596304,0.10454523190678677,0.013679556179176267,-0.6239191570722251,0.501558379285543,151.8956228956229,1.0,69.0,True,
PS_qb1of3__REVENUE_qb0of3__None__v0,PS_qb1,REVENUE_qb0,0.11800186919104672,0.10454523190678677,0.013456637284259942,-0.6048536304661764,0.4735301942005853,137.13804713804714,1.0,37.0,True,
OCF_E_qb2of3__FCF_OI_qb1of3__None__v0,OCF_E_qb2,FCF_OI_qb1,0.11774066125008464,0.10702478116805669,0.010715880082027951,-0.5514180028416007,0.4623595051346325,181.59595959595958,1.0,137.0,True,
OCF_E_qb2of3__VOL_qb1of3__None__v0,OCF_E_qb2,VOL_qb1,0.11734593897099432,0.10702478116805669,0.01032115780293763,-0.6235210137613123,0.496843313564186,140.14478114478115,1.0,89.0,True,
OCF_E_qb2of3__DEBTRATIO_qb2of3__None__v0,OCF_E_qb2,DEBTRATIO_qb2,0.11692725396958026,0.10702478116805669,0.009902472801523565,-0.505098939169099,0.46557341442224154,187.92592592592592,1.0,132.0,True,
P_IC_qb1of3__VOL_qb0of3__None__v0,P_IC_qb1,VOL_qb0,0.11660043015133414,0.10774864588230604,0.008851784269028107,-0.5702927895352337,0.5468202303455183,155.64983164983164,1.0,99.80000000000001,True,
P_IC_qb1of3__FCF_OI_qb1of3__None__v0,P_IC_qb1,FCF_OI_qb1,0.1162649322304854,0.10774864588230604,0.008516286348179358,-0.6090366618817276,0.48013683513573163,168.98316498316498,1.0,92.0,True,
OCF_E_qb2of3__VOL_qb2of3__None__v0,OCF_E_qb2,VOL_qb2,0.11585750615112889,0.10702478116805669,0.008832724983072193,-0.7115417004588429,0.4581099195710456,137.72390572390572,1.0,76.0,True,
P_IC_qb1of3__EPS_qb1of3__None__v0,P_IC_qb1,EPS_qb1,0.11579897555622543,0.10774864588230604,0.008050329673919387,-0.5845057865775087,0.4906474820143885,190.5993265993266,1.0,151.0,True,
P_IC_qb1of3__CROIC_qb1of3__None__v0,P_IC_qb1,CROIC_qb1,0.11532327888624327,0.10774864588230604,0.007574633003937237,-0.6217116460099721,0.4873608654946427,166.35690235690237,1.0,93.0,True,
MOM_qb2of3__None__None__v0,MOM_qb2,（空集合）,0.11517070621059111,0.11517070621059111,0.0,-0.6749403295248526,0.45558719111392315,434.9220779220779,1.0,253.0,True,
PB_qb1of3__NETDEBT_EBITDA_qb0of3__None__v0,PB_qb1,NETDEBT_EBITDA_qb0,0.11510738211040183,0.1059915100055453,0.009115872104856537,-0.6274800481638733,0.49778543307086615,152.88552188552188,1.0,70.0,True,
EV_S_qb1of3__VOL_qb2of3__None__v0,EV_S_qb1,VOL_qb2,0.11505674665560028,0.11261458954493708,0.002442157110663201,-0.7142375388973781,0.46171536796536794,141.35016835016836,1.0,89.0,True,
P_IC_qb1of3__OCF_E_qb2of3__None__v0,P_IC_qb1,OCF_E_qb2,0.11478934435704824,0.10774864588230604,0.007040698474742202,-0.584408223268378,0.4744941233490852,137.02693602693603,1.0,67.0,True,
MOM_qb2of3__REVENUE_qb0of3__None__v0,MOM_qb2,REVENUE_qb0,0.11467412303699387,0.11517070621059111,-0.0004965831735972426,-0.6941313691334778,0.4325332090421813,124.3063973063973,1.0,47.0,True,
PB_qb1of3__NETDEBT_EBITDA_qb1of3__None__v0,PB_qb1,NETDEBT_EBITDA_qb1,0.11455350465136882,0.1059915100055453,0.008561994645823523,-0.5943977769720543,0.493517184605886,147.31986531986533,1.0,90.0,True,
EV_S_qb1of3__DEBTRATIO_qb2of3__None__v0,EV_S_qb1,DEBTRATIO_qb2,0.11423945981814065,0.11261458954493708,0.0016248702732035714,-0.6089588435524993,0.46957964601769914,139.07407407407408,1.0,80.0,True,
PB_qb1of3__FCF_OI_qb1of3__None__v0,PB_qb1,FCF_OI_qb1,0.11410064127221342,0.1059915100055453,0.008109131266668124,-0.6002386823147052,0.48702660925251184,163.32323232323233,1.0,84.0,True,
MOM_qb2of3__VOL_qb1of3__None__v0,MOM_qb2,VOL_qb1,0.1138867549802598,0.11517070621059111,-0.001283951230331315,-0.6748323712305633,0.47485942465976694,142.2207792207792,1.0,79.4,True,
P_IC_qb1of3__NETDEBT_EBITDA_qb1of3__None__v0,P_IC_qb1,NETDEBT_EBITDA_qb1,0.11371455528078345,0.10774864588230604,0.005965909398477409,-0.5999830689152521,0.488,161.04040404040404,1.0,104.0,True,
OCF_E_qb2of3__EPS_qb1of3__None__v0,OCF_E_qb2,EPS_qb1,0.1135387662507017,0.10702478116805669,0.006513985082645002,-0.5520907704638223,0.4760311054237622,156.16161616161617,1.0,119.0,True,
MOM_qb2of3__FCF_OI_qb0of3__None__v0,MOM_qb2,FCF_OI_qb0,0.1129050553120563,0.11517070621059111,-0.00226565089853481,-0.7001175042939423,0.46349452633393673,139.64309764309763,1.0,82.0,True,
EV_S_qb1of3__None__None__v0,EV_S_qb1,（空集合）,0.11261458954493708,0.11261458954493708,0.0,-0.6197572707318895,0.49552303996505787,460.3164983164983,1.0,260.0,True,
EV_S_qb1of3__ACCRUAL_qb1of3__None__v0,EV_S_qb1,ACCRUAL_qb1,0.11256341933953151,0.11261458954493708,-5.117020540557071e-05,-0.6232325789012692,0.48433577120401705,159.23232323232324,1.0,112.0,True,
MOM_qb2of3__ACCRUAL_qb2of3__None__v0,MOM_qb2,ACCRUAL_qb2,0.11246072837315779,0.11517070621059111,-0.0027099778374333194,-0.6836105502468167,0.471271893926993,149.64983164983164,1.0,78.0,True,
P_IC_qb1of3__REVENUE_qb0of3__None__v0,P_IC_qb1,REVENUE_qb0,0.11233272776712955,0.10774864588230604,0.00458408188482351,-0.6173525130348239,0.507355062013268,145.62626262626262,1.0,46.0,True,
OCF_E_qb2of3__REVENUE_qb2of3__None__v0,OCF_E_qb2,REVENUE_qb2,0.11187631768574646,0.10702478116805669,0.00485153651768977,-0.5659126553873357,0.4977651804208002,207.3872053872054,1.0,160.0,True,
EV_S_qb1of3__ROE_qb2of3__None__v0,EV_S_qb1,ROE_qb2,0.11180655286183461,0.11261458954493708,-0.0008080366831024755,-0.5670382150689414,0.4874937883054497,153.3973063973064,1.0,74.0,True,
OCF_E_qb2of3__ROE_qb2of3__None__v0,OCF_E_qb2,ROE_qb2,0.11168724670811869,0.10702478116805669,0.004662465540062,-0.4888851162247301,0.4589660609078085,271.4208754208754,1.0,214.0,True,
EV_S_qb1of3__OCF_E_qb1of3__None__v0,EV_S_qb1,OCF_E_qb1,0.11166086551822496,0.11261458954493708,-0.0009537240267121216,-0.6218023500777417,0.48251897786806375,173.11111111111111,1.0,112.0,True,
EV_S_qb1of3__DEBTRATIO_qb1of3__None__v0,EV_S_qb1,DEBTRATIO_qb1,0.11155677487762738,0.11261458954493708,-0.0010578146673096978,-0.6211643500643409,0.49117238643126365,173.43771043771045,1.0,100.0,True,
EV_S_qb1of3__EPS_qb1of3__None__v0,EV_S_qb1,EPS_qb1,0.11154909250526157,0.11261458954493708,-0.0010654970396755115,-0.6012975115506997,0.4795961295750947,163.3905723905724,1.0,106.0,True,
PS_qb1of3__VOL_qb0of3__None__v0,PS_qb1,VOL_qb0,0.11141090082912841,0.10454523190678677,0.006865668922341639,-0.5893442893936209,0.5352112676056338,148.14141414141415,1.0,86.0,True,
P_IC_qb1of3__FCF_P_qb1of3__None__v0,P_IC_qb1,FCF_P_qb1,0.11136939041932759,0.10774864588230604,0.0036207445370215474,-0.6396842085316518,0.4845587427189801,151.4882154882155,1.0,81.0,True,
PS_qb1of3__EPS_qb2of3__None__v0,PS_qb1,EPS_qb2,0.11085494445716004,0.10454523190678677,0.00630971255037327,-0.6004919842868399,0.48379970544919,161.58585858585857,1.0,74.0,True,
PB_qb1of3__VOL_qb0of3__None__v0,PB_qb1,VOL_qb0,0.11074452038350069,0.1059915100055453,0.004753010377955391,-0.542437397560064,0.5394996708360764,154.40740740740742,1.0,100.80000000000001,True,
EV_S_qb1of3__ROIC_qb2of3__None__v0,EV_S_qb1,ROIC_qb2,0.11007268957710736,0.11261458954493708,-0.0025418999678297194,-0.5777161510175775,0.4855215531424811,163.07407407407408,1.0,80.0,True,
OCF_E_qb2of3__ROIC_qb1of3__None__v0,OCF_E_qb2,ROIC_qb1,0.10988266317424689,0.10702478116805669,0.0028578820061901933,-0.5716062960211423,0.47171514543630894,150.2794612794613,1.0,108.0,True,
