strategy,F組合,C,CAGR,max_drawdown,win_ratio,持股數,V
P_IC_qb0of3__OCF_E_qb0of3__C10_EPS_DYN_qmax4__v1,P_IC_qb0of3__OCF_E_qb0of3,C10_EPS_DYN_qmax4,0.18487902850422877,-0.6859445222551062,0.5633960156395457,39.63782051282051,v1
P_IC_qb0of3__CROIC_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,P_IC_qb0of3__CROIC_qb0of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.18485781720927785,-0.7326688859699853,0.5824212271973466,20.843333333333334,v1
P_IC_qb1of3__PB_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,P_IC_qb1of3__PB_qb2of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.18481031128049952,-0.5171894200451344,0.5992801439712058,13.538461538461538,v1
P_IC_qb0of3__FCF_P_qb2of3__C3_ROE_DYN_qmax4__v1,P_IC_qb0of3__FCF_P_qb2of3,C3_ROE_DYN_qmax4,0.1848003019277098,-0.6431631471863188,0.5622141997593261,69.00641025641026,v1
PB_qb0of3__OCF_E_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,PB_qb0of3__OCF_E_qb2of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.1846186242044403,-0.6375955834288429,0.5694662480376766,17.88111888111888,v1
P_IC_qb0of3__ROE_qb2of3__C10_EPS_DYN_qmax4__v1,P_IC_qb0of3__ROE_qb2of3,C10_EPS_DYN_qmax4,0.18453133202844252,-0.668322053005098,0.571701199563795,30.608974358974358,v1
P_IC_qb0of3__MOM_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,P_IC_qb0of3__MOM_qb0of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.18438853138982858,-0.6022112071707555,0.5578884223155369,21.05666666666667,v1
P_IC_qb0of3__None__C11_EPS_DYN_qmax8__v1,P_IC_qb0of3__None,C11_EPS_DYN_qmax8,0.18437907794208175,-0.6616356475661034,0.5778632478632478,129.58653846153845,v1
PS_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,PS_qb0of3__ROE_qb2of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.18428902025204974,-0.5636542263479131,0.5744196631770596,39.516666666666666,v1
P_IC_qb0of3__None__C10_EPS_DYN_qmax4__v1,P_IC_qb0of3__None,C10_EPS_DYN_qmax4,0.18414182826226289,-0.6567482166616707,0.5797139598139861,131.56089743589743,v1
