opponent,metric,tree_key,scheme,window_no,win_share,n_settings,unit_win
E_top_calmar,mdd,TW,F,2,0.9,20,True
E_top_calmar,mdd,TW,F,3,0.1,20,False
E_top_calmar,mdd,TW,G,1,0.0,20,False
E_top_calmar,mdd,TW,G,2,0.9,20,True
E_top_calmar,mdd,TW,G,3,0.1,20,False
E_top_calmar,mdd,TW,G,4,0.1,20,False
E_top_calmar,mdd,TW,H,1,0.0,20,False
E_top_calmar,mdd,TW,H,2,1.0,20,True
E_top_calmar,mdd,TW,H,3,0.1,20,False
E_top_calmar,mdd,TW,I,1,1.0,20,True
E_top_calmar,mdd,TW,I,2,0.0,20,False
E_top_calmar,mdd,TW,J,1,0.9,20,True
E_top_calmar,mdd,TW,J,2,0.1,20,False
E_top_calmar,mdd,TW,J,3,0.1,20,False
E_top_calmar,mdd,TW,K,1,0.9,20,True
E_top_calmar,mdd,TW,K,2,0.0,20,False
E_top_calmar,mdd,TW,L,1,0.9,20,True
E_top_calmar,mdd,TW,L,2,0.1,20,False
E_top_calmar,mdd,TW,R,1,0.5,20,False
E_top_calmar,mdd,TW,R,2,0.9,20,True
E_top_calmar,mdd,TW,R,3,0.0,20,False
E_top_calmar,mdd,TW,R,4,0.0,20,False
E_top_calmar,mdd,US,A,1,0.15,20,False
E_top_calmar,mdd,US,A,2,0.1,20,False
E_top_calmar,mdd,US,A,3,0.05,20,False
E_top_calmar,mdd,US,A,4,0.0,20,False
E_top_calmar,mdd,US,A,5,0.95,20,True
E_top_calmar,mdd,US,A,6,0.6,20,True
E_top_calmar,mdd,US,B,1,0.5,20,False
E_top_calmar,mdd,US,B,2,0.0,20,False
E_top_calmar,mdd,US,B,3,0.0,20,False
E_top_calmar,mdd,US,B,4,0.5,20,False
E_top_calmar,mdd,US,C,1,0.3,20,False
E_top_calmar,mdd,US,C,2,0.15,20,False
E_top_calmar,mdd,US,C,3,0.95,20,True
E_top_calmar,mdd,US,D,1,0.1,20,False
E_top_calmar,mdd,US,D,2,0.05,20,False
E_top_calmar,mdd,US,D,3,0.0,20,False
E_top_calmar,mdd,US,D,4,0.95,20,True
E_top_calmar,mdd,US,D,5,0.6,20,True
E_top_calmar,mdd,US,E,1,0.1,20,False
E_top_calmar,mdd,US,E,2,0.0,20,False
E_top_calmar,mdd,US,E,3,0.95,20,True
E_top_calmar,mdd,US,E,4,0.1,20,False
E_top_calmar,mdd,US,F,1,0.1,20,False
E_top_calmar,mdd,US,F,2,0.0,20,False
E_top_calmar,mdd,US,F,3,0.6,20,True
E_top_calmar,mdd,US,G,1,0.05,20,False
E_top_calmar,mdd,US,G,2,0.0,20,False
E_top_calmar,mdd,US,G,3,0.95,20,True
E_top_calmar,mdd,US,G,4,0.6,20,True
E_top_calmar,mdd,US,H,1,0.05,20,False
E_top_calmar,mdd,US,H,2,0.0,20,False
E_top_calmar,mdd,US,H,3,0.6,20,True
E_top_calmar,mdd,US,I,1,0.15,20,False
E_top_calmar,mdd,US,I,2,0.95,20,True
E_top_calmar,mdd,US,J,1,0.0,20,False
E_top_calmar,mdd,US,J,2,0.95,20,True
E_top_calmar,mdd,US,J,3,0.6,20,True
E_top_calmar,mdd,US,K,1,0.0,20,False
E_top_calmar,mdd,US,K,2,0.5,20,False
E_top_calmar,mdd,US,L,1,0.0,20,False
E_top_calmar,mdd,US,L,2,0.6,20,True
E_top_calmar,mdd,US,R,1,0.95,20,True
E_top_calmar,mdd,US,R,2,0.0,20,False
E_top_calmar,mdd,US,R,3,1.0,20,True
E_top_calmar,mdd,US,R,4,0.0,20,False
E_top_calmar,mdd,XM,A,1,0.35,20,False
E_top_calmar,mdd,XM,A,2,1.0,20,True
E_top_calmar,mdd,XM,A,3,0.8,20,True
E_top_calmar,mdd,XM,A,4,0.7,20,True
E_top_calmar,mdd,XM,A,5,1.0,20,True
E_top_calmar,mdd,XM,A,6,0.95,20,True
E_top_calmar,mdd,XM,B,1,0.7,20,True
E_top_calmar,mdd,XM,B,2,0.8,20,True
E_top_calmar,mdd,XM,B,3,0.7,20,True
E_top_calmar,mdd,XM,B,4,1.0,20,True
E_top_calmar,mdd,XM,C,1,0.9,20,True
E_top_calmar,mdd,XM,C,2,0.6,20,True
E_top_calmar,mdd,XM,C,3,1.0,20,True
E_top_calmar,mdd,XM,D,1,1.0,20,True
E_top_calmar,mdd,XM,D,2,0.8,20,True
E_top_calmar,mdd,XM,D,3,0.7,20,True
E_top_calmar,mdd,XM,D,4,1.0,20,True
E_top_calmar,mdd,XM,D,5,0.95,20,True
E_top_calmar,mdd,XM,E,1,1.0,20,True
E_top_calmar,mdd,XM,E,2,0.8,20,True
E_top_calmar,mdd,XM,E,3,1.0,20,True
E_top_calmar,mdd,XM,E,4,0.5,20,False
E_top_calmar,mdd,XM,F,1,0.7,20,True
E_top_calmar,mdd,XM,F,2,0.7,20,True
E_top_calmar,mdd,XM,F,3,0.95,20,True
E_top_calmar,mdd,XM,G,1,0.8,20,True
E_top_calmar,mdd,XM,G,2,0.7,20,True
E_top_calmar,mdd,XM,G,3,1.0,20,True
E_top_calmar,mdd,XM,G,4,0.95,20,True
E_top_calmar,mdd,XM,H,1,0.8,20,True
E_top_calmar,mdd,XM,H,2,0.65,20,True
E_top_calmar,mdd,XM,H,3,0.95,20,True
E_top_calmar,mdd,XM,I,1,0.6,20,True
E_top_calmar,mdd,XM,I,2,1.0,20,True
E_top_calmar,mdd,XM,J,1,0.7,20,True
E_top_calmar,mdd,XM,J,2,1.0,20,True
E_top_calmar,mdd,XM,J,3,0.95,20,True
E_top_calmar,mdd,XM,K,1,0.7,20,True
E_top_calmar,mdd,XM,K,2,1.0,20,True
E_top_calmar,mdd,XM,L,1,0.7,20,True
E_top_calmar,mdd,XM,L,2,0.95,20,True
E_top_calmar,mdd,XM,R,1,1.0,20,True
E_top_calmar,mdd,XM,R,2,0.7,20,True
E_top_calmar,mdd,XM,R,3,0.55,20,True
E_top_calmar,mdd,XM,R,4,0.1,20,False
