tree_key,scheme,window_no,is_start,is_end,oos_start,oos_end,n_clusters,pair_type,n_pairs,is_pct_high,oos_pct_high,corr_is_median,corr_oos_median,n_is_high,n_is_high_stays_high,stability_rate
XM,G,3,2007-01,2020-12,2021-01,2022-12,256,same,16785,0.007983318439082515,0.00047661602621388145,0.8899000908849539,0.905062285769393,134,0,0.0
XM,G,4,2007-01,2022-12,2023-01,2025-12,266,cross,17013,0.3258096749544466,0.9994709927702345,0.5222487422087826,0.2662086626957836,5543,5535,0.9985567382283962
XM,G,4,2007-01,2022-12,2023-01,2025-12,266,same,18232,0.003949100482667837,5.484861781483107e-05,0.8811051140549723,0.8789190840286617,72,0,0.0
XM,H,1,2007-01,2016-12,2017-01,2019-12,259,cross,16120,0.40477667493796526,0.8246898263027296,0.5142234075553708,0.42407226467553516,6525,5455,0.8360153256704981
XM,H,1,2007-01,2016-12,2017-01,2019-12,259,same,17291,0.02012607714996241,0.0,0.8811772511747978,0.899520218360512,348,0,0.0
XM,H,2,2007-01,2019-12,2020-01,2022-12,255,cross,15794,0.49911358743826767,0.020894010383690008,0.5001303767171987,0.6247800243757158,7883,138,0.017506025624762146
XM,H,2,2007-01,2019-12,2020-01,2022-12,255,same,16591,0.0151286842263878,0.0,0.8800521063758404,0.9213467646981289,251,0,0.0
XM,H,3,2007-01,2022-12,2023-01,2025-12,266,cross,17013,0.3258096749544466,0.9994709927702345,0.5222487422087826,0.2662086626957836,5543,5535,0.9985567382283962
XM,H,3,2007-01,2022-12,2023-01,2025-12,266,same,18232,0.003949100482667837,5.484861781483107e-05,0.8811051140549723,0.8789190840286617,72,0,0.0
XM,I,1,2007-01,2016-12,2017-01,2020-12,259,cross,16120,0.40477667493796526,0.0,0.5142234075553708,0.7305002051831109,6525,0,0.0
XM,I,1,2007-01,2016-12,2017-01,2020-12,259,same,17291,0.02012607714996241,0.0,0.8811772511747978,0.9250807960843507,348,0,0.0
XM,I,2,2007-01,2020-12,2021-01,2025-12,256,cross,15855,0.18568274992116052,1.0,0.5501881707705195,0.2829105228386283,2944,2944,1.0
XM,I,2,2007-01,2020-12,2021-01,2025-12,256,same,16785,0.007983318439082515,0.0,0.8899000908849539,0.8853644106489021,134,0,0.0
XM,J,1,2007-01,2018-12,2019-01,2020-12,263,cross,16830,0.4487819370172311,0.0,0.5068626754143821,0.8265686159559953,7553,0,0.0
XM,J,1,2007-01,2018-12,2019-01,2020-12,263,same,17623,0.014356239005844635,0.0,0.8796122907848891,0.9353025700910851,253,0,0.0
