tree_key,scheme,window_no,ratio,allocation,group,threshold_mode,is_start,is_end,oos_start,oos_end,n_clusters,target_total,n_members,n_draws,n_backfilled_mean,threshold_global,oos_cagr,oos_cagr_std,oos_mdd,oos_mdd_std,oos_sharpe,oos_sharpe_std,oos_enb,oos_enb_std
XM,E,1,legacy,equal,A_hrp,group_relative,2007-01,2014-12,2015-01,2017-12,3,15,15,1,0.0,0.6503891437389756,0.18302428635458945,,-0.11898759850961926,,1.6605469576299126,,5.730492295549757,
XM,E,1,legacy,equal,A2_random,group_relative,2007-01,2014-12,2015-01,2017-12,3,15,15,30,0.0,0.6503891437389756,0.20563119302819838,0.016218980816478316,-0.13043631289994792,0.018942149918031413,1.5825105912768533,0.140622609990449,5.427702163980399,0.37395725165795446
XM,E,1,legacy,equal,A_hrp,global,2007-01,2014-12,2015-01,2017-12,3,15,15,1,1.0,0.6503891437389756,0.209567920553402,,-0.11236971938970786,,1.8546976545146976,,6.539220572557984,
XM,E,1,legacy,equal,A2_random,global,2007-01,2014-12,2015-01,2017-12,3,15,15,30,0.0,0.6503891437389756,0.20563119302819838,0.016218980816478316,-0.13043631289994792,0.018942149918031413,1.5825105912768533,0.140622609990449,5.427702163980399,0.37395725165795446
XM,E,1,legacy,proportional,A_hrp,group_relative,2007-01,2014-12,2015-01,2017-12,3,15,15,1,0.0,0.6503891437389756,0.18642638873378736,,-0.1345920200138666,,1.6555226625252637,,5.905500697851182,
XM,E,1,legacy,proportional,A2_random,group_relative,2007-01,2014-12,2015-01,2017-12,3,15,15,30,0.0,0.6503891437389756,0.20557996217083005,0.013542060215162776,-0.13336443170610063,0.011048142348782273,1.6122101139445788,0.09071640745857419,5.606767809205755,0.39527883379427886
XM,E,1,legacy,proportional,A_hrp,global,2007-01,2014-12,2015-01,2017-12,3,15,15,1,0.0,0.6503891437389756,0.1881844984629586,,-0.12612517038250903,,1.7315454655204223,,6.5799993958989695,
XM,E,1,legacy,proportional,A2_random,global,2007-01,2014-12,2015-01,2017-12,3,15,15,30,0.0,0.6503891437389756,0.20557996217083005,0.013542060215162776,-0.13336443170610063,0.011048142348782273,1.6122101139445788,0.09071640745857419,5.606767809205755,0.39527883379427886
XM,E,1,0.03,equal,A_hrp,group_relative,2007-01,2014-12,2015-01,2017-12,3,451,451,1,137.0,0.6503891437389756,0.17533396477526697,,-0.12478436077316957,,1.597745449446233,,,
XM,E,1,0.03,equal,A2_random,group_relative,2007-01,2014-12,2015-01,2017-12,3,451,451,30,315.06666666666666,0.6503891437389756,0.17490638312233286,0.002326898140891687,-0.1456546313378624,0.003422554870581002,1.496571638786121,0.025139166230874154,,
XM,E,1,0.03,equal,A_hrp,global,2007-01,2014-12,2015-01,2017-12,3,451,451,1,374.0,0.6503891437389756,0.18163459522662007,,-0.1373113215252384,,1.6229228792632193,,,
XM,E,1,0.03,equal,A2_random,global,2007-01,2014-12,2015-01,2017-12,3,451,451,30,314.7,0.6503891437389756,0.17481112876075142,0.0023505806917029277,-0.14557020567716258,0.003357234044583363,1.4962040072886071,0.025292272413416975,,
XM,E,1,0.03,proportional,A_hrp,group_relative,2007-01,2014-12,2015-01,2017-12,3,451,451,1,13.0,0.6503891437389756,0.16266623686722803,,-0.11697156742688974,,1.5704514111108359,,,
XM,E,1,0.03,proportional,A2_random,group_relative,2007-01,2014-12,2015-01,2017-12,3,451,451,30,314.43333333333334,0.6503891437389756,0.1784059598521133,0.001260740704358292,-0.1459084913096245,0.0018811887012282434,1.5179637035656435,0.014852996021143051,,
XM,E,1,0.03,proportional,A_hrp,global,2007-01,2014-12,2015-01,2017-12,3,451,451,1,374.0,0.6503891437389756,0.17388298966972027,,-0.1350531552704165,,1.659019535976934,,,
XM,E,1,0.03,proportional,A2_random,global,2007-01,2014-12,2015-01,2017-12,3,451,451,30,314.4,0.6503891437389756,0.1783750997886373,0.001352119019067946,-0.14585110008657098,0.0019164580116905392,1.5179313491915905,0.015044017430447773,,
XM,E,2,legacy,equal,A_hrp,group_relative,2007-01,2017-12,2018-01,2020-12,3,15,15,1,0.0,0.6294113277512536,0.25745887913477006,,-0.24441651119475383,,1.155938802893557,,3.490390210254232,
XM,E,2,legacy,equal,A2_random,group_relative,2007-01,2017-12,2018-01,2020-12,3,15,15,30,0.0,0.6294113277512536,0.32571032070524125,0.029959994088890197,-0.2645345454288105,0.008356489769852638,1.1813111801189897,0.06529320881817598,3.1800812310516458,0.13909808229412693
XM,E,2,legacy,equal,A_hrp,global,2007-01,2017-12,2018-01,2020-12,3,15,15,1,1.0,0.6294113277512536,0.24366013074456494,,-0.26523696986098766,,1.07739825758595,,3.6036614450489406,
XM,E,2,legacy,equal,A2_random,global,2007-01,2017-12,2018-01,2020-12,3,15,15,30,0.0,0.6294113277512536,0.32571032070524125,0.029959994088890197,-0.2645345454288105,0.008356489769852638,1.1813111801189897,0.06529320881817598,3.1800812310516458,0.13909808229412693
XM,E,2,legacy,proportional,A_hrp,group_relative,2007-01,2017-12,2018-01,2020-12,3,15,15,1,0.0,0.6294113277512536,0.26547340204399195,,-0.2362233972173693,,1.243840304225522,,3.5721997174059914,
XM,E,2,legacy,proportional,A2_random,group_relative,2007-01,2017-12,2018-01,2020-12,3,15,15,30,0.0,0.6294113277512536,0.3283719563205905,0.02346739463760582,-0.26275667949317044,0.008431392445503524,1.1949653772574846,0.05635489631830193,3.2232156956219766,0.11240477785562235
XM,E,2,legacy,proportional,A_hrp,global,2007-01,2017-12,2018-01,2020-12,3,15,15,1,0.0,0.6294113277512536,0.24625438325938998,,-0.24828780539334938,,1.1455717563349395,,3.995933029834877,
XM,E,2,legacy,proportional,A2_random,global,2007-01,2017-12,2018-01,2020-12,3,15,15,30,0.0,0.6294113277512536,0.3283719563205905,0.02346739463760582,-0.26275667949317044,0.008431392445503524,1.1949653772574846,0.05635489631830193,3.2232156956219766,0.11240477785562235
XM,E,2,0.03,equal,A_hrp,group_relative,2007-01,2017-12,2018-01,2020-12,3,451,451,1,4.0,0.6294113277512536,0.19903978895249264,,-0.26534275662679296,,0.9140818315105762,,,
XM,E,2,0.03,equal,A2_random,group_relative,2007-01,2017-12,2018-01,2020-12,3,451,451,30,313.3666666666667,0.6294113277512536,0.28615936596519514,0.003041656142570186,-0.25401746486454124,0.0018373757612662003,1.1422627964447247,0.00868149040477173,,
XM,E,2,0.03,equal,A_hrp,global,2007-01,2017-12,2018-01,2020-12,3,451,451,1,379.0,0.6294113277512536,0.23465404830274394,,-0.24933478189209102,,1.0635677940796293,,,
XM,E,2,0.03,equal,A2_random,global,2007-01,2017-12,2018-01,2020-12,3,451,451,30,312.03333333333336,0.6294113277512536,0.28582779142431686,0.0030020497698504353,-0.2539799155796885,0.001840667390444991,1.1415980878518848,0.008081879170917912,,
XM,E,2,0.03,proportional,A_hrp,group_relative,2007-01,2017-12,2018-01,2020-12,3,451,451,1,0.0,0.6294113277512536,0.20547294305592168,,-0.250117869306153,,0.9664714968493783,,,
XM,E,2,0.03,proportional,A2_random,group_relative,2007-01,2017-12,2018-01,2020-12,3,451,451,30,311.26666666666665,0.6294113277512536,0.2903491362536437,0.002658647102865971,-0.250889600145664,0.001663121931283593,1.160583506830178,0.00779091625228848,,
XM,E,2,0.03,proportional,A_hrp,global,2007-01,2017-12,2018-01,2020-12,3,451,451,1,379.0,0.6294113277512536,0.24974251781701717,,-0.23838295018396904,,1.1445789950573348,,,
XM,E,2,0.03,proportional,A2_random,global,2007-01,2017-12,2018-01,2020-12,3,451,451,30,310.46666666666664,0.6294113277512536,0.28986750373910847,0.0028853118122969066,-0.2511187757943411,0.0015856445549807985,1.1591097093276532,0.00808371026543448,,
XM,E,3,legacy,equal,A_hrp,group_relative,2007-01,2020-12,2021-01,2023-12,3,15,15,1,0.0,0.6605043926744771,0.26776840815000824,,-0.16595458272434993,,1.2201153178691537,,4.073589055768129,
XM,E,3,legacy,equal,A2_random,group_relative,2007-01,2020-12,2021-01,2023-12,3,15,15,30,0.0,0.6605043926744771,0.21689554520077406,0.023225359239698408,-0.1972161968150545,0.02125103821152022,0.924311104868318,0.10136252049790623,3.9698321641628387,0.26054682982925365
XM,E,3,legacy,equal,A_hrp,global,2007-01,2020-12,2021-01,2023-12,3,15,15,1,0.0,0.6605043926744771,0.2535661001072369,,-0.1812815326700561,,1.1353070877984888,,4.855154897133515,
XM,E,3,legacy,equal,A2_random,global,2007-01,2020-12,2021-01,2023-12,3,15,15,30,0.0,0.6605043926744771,0.21689554520077406,0.023225359239698408,-0.1972161968150545,0.02125103821152022,0.924311104868318,0.10136252049790623,3.9698321641628387,0.26054682982925365
XM,E,3,legacy,proportional,A_hrp,group_relative,2007-01,2020-12,2021-01,2023-12,3,15,15,1,0.0,0.6605043926744771,0.2744282904706983,,-0.15089931703843418,,1.3410019205364256,,4.252148076814919,
XM,E,3,legacy,proportional,A2_random,group_relative,2007-01,2020-12,2021-01,2023-12,3,15,15,30,0.0,0.6605043926744771,0.21372522276025444,0.01855900987445857,-0.19629160513247407,0.022566295306336213,0.9219324894177657,0.08764034286577627,3.9675509460599656,0.19318525910634526
XM,E,3,legacy,proportional,A_hrp,global,2007-01,2020-12,2021-01,2023-12,3,15,15,1,0.0,0.6605043926744771,0.24178315858266464,,-0.16941726638716326,,1.1604428758464915,,4.662379190197372,
XM,E,3,legacy,proportional,A2_random,global,2007-01,2020-12,2021-01,2023-12,3,15,15,30,0.0,0.6605043926744771,0.21193775416725213,0.017686251029656506,-0.1973488316968288,0.02268188733335802,0.9147145244259456,0.08881295922568865,3.9553630498949905,0.19321267579040857
XM,E,3,0.03,equal,A_hrp,group_relative,2007-01,2020-12,2021-01,2023-12,3,451,451,1,0.0,0.6605043926744771,0.19603905987370052,,-0.13647445999913632,,1.0760965110790575,,,
XM,E,3,0.03,equal,A2_random,group_relative,2007-01,2020-12,2021-01,2023-12,3,451,451,30,306.03333333333336,0.6605043926744771,0.19637248492232734,0.0038790940648911077,-0.17231924176301522,0.004586005932587283,0.9268687993396748,0.019816144344509814,,
XM,E,3,0.03,equal,A_hrp,global,2007-01,2020-12,2021-01,2023-12,3,451,451,1,372.0,0.6605043926744771,0.22343656786005894,,-0.13925066996559698,,1.1619501045017935,,,
XM,E,3,0.03,equal,A2_random,global,2007-01,2020-12,2021-01,2023-12,3,451,451,30,305.9,0.6605043926744771,0.19629823393711848,0.003906155758432852,-0.17242737779027778,0.004788088056951221,0.9263941461312678,0.019878030932826588,,
XM,E,3,0.03,proportional,A_hrp,group_relative,2007-01,2020-12,2021-01,2023-12,3,451,451,1,0.0,0.6605043926744771,0.20325591077926242,,-0.12861597531180335,,1.1491139479317174,,,
XM,E,3,0.03,proportional,A2_random,group_relative,2007-01,2020-12,2021-01,2023-12,3,451,451,30,306.1666666666667,0.6605043926744771,0.19594077340048563,0.0024005893297831976,-0.17479493082276695,0.002325544937874601,0.9208082433513104,0.012239344436433836,,
XM,E,3,0.03,proportional,A_hrp,global,2007-01,2020-12,2021-01,2023-12,3,451,451,1,372.0,0.6605043926744771,0.2349413191707448,,-0.13007069050551856,,1.2538172096151627,,,
XM,E,3,0.03,proportional,A2_random,global,2007-01,2020-12,2021-01,2023-12,3,451,451,30,306.03333333333336,0.6605043926744771,0.1960158123809089,0.0023610144896304528,-0.1746897570721386,0.0020251366283830547,0.921328061145084,0.011039389688820515,,
XM,E,4,legacy,equal,A_hrp,group_relative,2007-01,2023-12,2024-01,2025-12,3,15,15,1,0.0,0.6421331463950714,0.5016316174076878,,-0.09891813076559353,,2.2353881274455225,,5.393260518505693,
XM,E,4,legacy,equal,A2_random,group_relative,2007-01,2023-12,2024-01,2025-12,3,15,15,30,0.0,0.6421331463950714,0.5830116722586101,0.05924136665107592,-0.11847867178110918,0.011176022662751013,2.189264607497014,0.06434191975294394,4.819568548348119,0.21629604730823354
XM,E,4,legacy,equal,A_hrp,global,2007-01,2023-12,2024-01,2025-12,3,15,15,1,0.0,0.6421331463950714,0.4113339371039173,,-0.12149905601831967,,1.9029682158447103,,5.75869854766315,
XM,E,4,legacy,equal,A2_random,global,2007-01,2023-12,2024-01,2025-12,3,15,15,30,0.0,0.6421331463950714,0.5836502902252036,0.059732880793312224,-0.11855118183976023,0.011181427545357,2.1897363842975044,0.06455413102068178,4.809845601298256,0.22502395376119397
XM,E,4,legacy,proportional,A_hrp,group_relative,2007-01,2023-12,2024-01,2025-12,3,15,15,1,0.0,0.6421331463950714,0.4150359384709783,,-0.07418596981789116,,2.1216121730677497,,5.4844589479772825,
XM,E,4,legacy,proportional,A2_random,group_relative,2007-01,2023-12,2024-01,2025-12,3,15,15,30,0.0,0.6421331463950714,0.574087505640255,0.061669550585844585,-0.11928979119358317,0.011305407452351498,2.1812898378474945,0.09052797903991701,4.992648319045864,0.2768749791563721
XM,E,4,legacy,proportional,A_hrp,global,2007-01,2023-12,2024-01,2025-12,3,15,15,1,0.0,0.6421331463950714,0.3096944122888745,,-0.1110797229914966,,1.7234622894861769,,5.699504346560698,
XM,E,4,legacy,proportional,A2_random,global,2007-01,2023-12,2024-01,2025-12,3,15,15,30,0.0,0.6421331463950714,0.574087505640255,0.061669550585844585,-0.11928979119358317,0.011305407452351498,2.1812898378474945,0.09052797903991701,4.992648319045864,0.2768749791563721
XM,E,4,0.03,equal,A_hrp,group_relative,2007-01,2023-12,2024-01,2025-12,3,451,451,1,82.0,0.6421331463950714,0.27749820741018016,,-0.1258843646598219,,1.57208835623295,,,
XM,E,4,0.03,equal,A2_random,group_relative,2007-01,2023-12,2024-01,2025-12,3,451,451,30,343.23333333333335,0.6421331463950714,0.35536127703182996,0.007746055947875886,-0.12002960903207459,0.0015821993413716777,1.8096453414462508,0.013375594685120708,,
XM,E,4,0.03,equal,A_hrp,global,2007-01,2023-12,2024-01,2025-12,3,451,451,1,389.0,0.6421331463950714,0.3340102401016227,,-0.1154968020817464,,1.810477541328151,,,
XM,E,4,0.03,equal,A2_random,global,2007-01,2023-12,2024-01,2025-12,3,451,451,30,343.3666666666667,0.6421331463950714,0.35553067297024243,0.007960680405207416,-0.12000617911362557,0.0014920598482227726,1.811530517037857,0.013175270014828874,,
XM,E,4,0.03,proportional,A_hrp,group_relative,2007-01,2023-12,2024-01,2025-12,3,451,451,1,0.0,0.6421331463950714,0.1884574712883531,,-0.12565133888011415,,1.2681768343692086,,,
XM,E,4,0.03,proportional,A2_random,group_relative,2007-01,2023-12,2024-01,2025-12,3,451,451,30,342.1333333333333,0.6421331463950714,0.368154295292581,0.005345907991672978,-0.12020592900025653,0.0012357733803444544,1.8433650500799716,0.012719342593123784,,
XM,E,4,0.03,proportional,A_hrp,global,2007-01,2023-12,2024-01,2025-12,3,451,451,1,389.0,0.6421331463950714,0.2574333794239809,,-0.11037588032793633,,1.651090436061169,,,
XM,E,4,0.03,proportional,A2_random,global,2007-01,2023-12,2024-01,2025-12,3,451,451,30,342.0,0.6421331463950714,0.3674493707759096,0.005119190163200446,-0.1201926630313578,0.0011528003632879226,1.8416750844292984,0.012823246718839188,,
XM,H,1,legacy,equal,A_hrp,group_relative,2007-01,2016-12,2017-01,2019-12,3,15,15,1,0.0,0.6364527174547242,0.1902004655816627,,-0.12355542164390143,,1.6049377677851444,,5.407765248342256,
XM,H,1,legacy,equal,A2_random,group_relative,2007-01,2016-12,2017-01,2019-12,3,15,15,30,0.0,0.6364527174547242,0.2248694998594562,0.018330911355923688,-0.12508603355142484,0.010001025697341535,1.546113978882634,0.11157042370439585,4.93507297922493,0.299892809831641
XM,H,1,legacy,equal,A_hrp,global,2007-01,2016-12,2017-01,2019-12,3,15,15,1,3.0,0.6364527174547242,0.20110536690699665,,-0.11795921675241539,,1.6284787677028778,,5.4371436450307415,
XM,H,1,legacy,equal,A2_random,global,2007-01,2016-12,2017-01,2019-12,3,15,15,30,0.0,0.6364527174547242,0.2248694998594562,0.018330911355923688,-0.12508603355142484,0.010001025697341535,1.546113978882634,0.11157042370439585,4.93507297922493,0.299892809831641
XM,H,1,legacy,proportional,A_hrp,group_relative,2007-01,2016-12,2017-01,2019-12,3,15,15,1,0.0,0.6364527174547242,0.19732244085514217,,-0.11184331101538336,,1.7493329399708792,,5.926700931371347,
XM,H,1,legacy,proportional,A2_random,group_relative,2007-01,2016-12,2017-01,2019-12,3,15,15,30,0.0,0.6364527174547242,0.23176828954298673,0.01943641048312069,-0.1236447238981067,0.007156471432989265,1.5828924672456708,0.09287196538605966,4.996564755989424,0.25606593042289716
XM,H,1,legacy,proportional,A_hrp,global,2007-01,2016-12,2017-01,2019-12,3,15,15,1,0.0,0.6364527174547242,0.2235242096874881,,-0.09863511750554799,,1.9051971719551464,,6.427792802801383,
XM,H,1,legacy,proportional,A2_random,global,2007-01,2016-12,2017-01,2019-12,3,15,15,30,0.0,0.6364527174547242,0.23176828954298673,0.01943641048312069,-0.1236447238981067,0.007156471432989265,1.5828924672456708,0.09287196538605966,4.996564755989424,0.25606593042289716
XM,H,1,0.03,equal,A_hrp,group_relative,2007-01,2016-12,2017-01,2019-12,3,451,451,1,20.0,0.6364527174547242,0.1717384924526053,,-0.14711658674250994,,1.3855496737267874,,,
XM,H,1,0.03,equal,A2_random,group_relative,2007-01,2016-12,2017-01,2019-12,3,451,451,30,314.1333333333333,0.6364527174547242,0.2046804768650925,0.0020083001318682396,-0.15018136385893024,0.0016489790833021365,1.4848368358619706,0.017524832829297926,,
XM,H,1,0.03,equal,A_hrp,global,2007-01,2016-12,2017-01,2019-12,3,451,451,1,376.0,0.6364527174547242,0.18844671550279135,,-0.14086155503962616,,1.5112602596521236,,,
XM,H,1,0.03,equal,A2_random,global,2007-01,2016-12,2017-01,2019-12,3,451,451,30,314.1333333333333,0.6364527174547242,0.20461478945246928,0.002021926348014752,-0.150263868489852,0.0016615916855003952,1.4843520161414026,0.01785218018486242,,
XM,H,1,0.03,proportional,A_hrp,group_relative,2007-01,2016-12,2017-01,2019-12,3,451,451,1,0.0,0.6364527174547242,0.1690047682257394,,-0.1389589255034419,,1.4324765457097115,,,
XM,H,1,0.03,proportional,A2_random,group_relative,2007-01,2016-12,2017-01,2019-12,3,451,451,30,314.03333333333336,0.6364527174547242,0.20857011821076338,0.0018042199155625174,-0.1480372812043496,0.00175683977890603,1.5194406851889937,0.01574986344010629,,
XM,H,1,0.03,proportional,A_hrp,global,2007-01,2016-12,2017-01,2019-12,3,451,451,1,376.0,0.6364527174547242,0.20080553595324724,,-0.1289222571817754,,1.6763426592381339,,,
XM,H,1,0.03,proportional,A2_random,global,2007-01,2016-12,2017-01,2019-12,3,451,451,30,313.43333333333334,0.6364527174547242,0.20860188776427488,0.0017097060205755296,-0.14810043532182188,0.001779486018731279,1.519722365510943,0.014806182627166285,,
XM,H,2,legacy,equal,A_hrp,group_relative,2007-01,2019-12,2020-01,2022-12,3,15,15,1,0.0,0.6289353875282626,0.22322240440556462,,-0.21750213662857232,,1.0025433938423924,,3.423363069641725,
XM,H,2,legacy,equal,A2_random,group_relative,2007-01,2019-12,2020-01,2022-12,3,15,15,30,0.0,0.6289353875282626,0.29809214803675754,0.012204603102763426,-0.22938297899542662,0.007918110849216124,1.050469654183676,0.05217568054172588,3.42511950319774,0.216701017995029
XM,H,2,legacy,equal,A_hrp,global,2007-01,2019-12,2020-01,2022-12,3,15,15,1,1.0,0.6289353875282626,0.22589782805307035,,-0.21998279059116488,,0.9708979390677394,,3.8100272299330205,
XM,H,2,legacy,equal,A2_random,global,2007-01,2019-12,2020-01,2022-12,3,15,15,30,0.0,0.6289353875282626,0.29809214803675754,0.012204603102763426,-0.22938297899542662,0.007918110849216124,1.050469654183676,0.05217568054172588,3.42511950319774,0.216701017995029
XM,H,2,legacy,proportional,A_hrp,group_relative,2007-01,2019-12,2020-01,2022-12,3,15,15,1,0.0,0.6289353875282626,0.2737033336885226,,-0.20377914135601416,,1.166313233240067,,3.636400211973848,
XM,H,2,legacy,proportional,A2_random,group_relative,2007-01,2019-12,2020-01,2022-12,3,15,15,30,0.0,0.6289353875282626,0.29629686863929544,0.013383079652498886,-0.2268377577457859,0.007761657673205245,1.049657981459297,0.04445254014741366,3.455712769154641,0.16922230668322044
XM,H,2,legacy,proportional,A_hrp,global,2007-01,2019-12,2020-01,2022-12,3,15,15,1,0.0,0.6289353875282626,0.24190677694662344,,-0.20376538219257634,,1.0447765716586797,,3.783934076993884,
XM,H,2,legacy,proportional,A2_random,global,2007-01,2019-12,2020-01,2022-12,3,15,15,30,0.0,0.6289353875282626,0.29629686863929544,0.013383079652498886,-0.2268377577457859,0.007761657673205245,1.049657981459297,0.04445254014741366,3.455712769154641,0.16922230668322044
XM,H,2,0.03,equal,A_hrp,group_relative,2007-01,2019-12,2020-01,2022-12,3,451,451,1,2.0,0.6289353875282626,0.19839687174012832,,-0.24245178370484932,,0.8778276868775571,,,
XM,H,2,0.03,equal,A2_random,group_relative,2007-01,2019-12,2020-01,2022-12,3,451,451,30,312.6666666666667,0.6289353875282626,0.26263507816619974,0.002172127746673968,-0.23016907991572105,0.0028196014755528537,1.0257634483704803,0.008782982211956109,,
XM,H,2,0.03,equal,A_hrp,global,2007-01,2019-12,2020-01,2022-12,3,451,451,1,376.0,0.6289353875282626,0.21765553325623022,,-0.22908300564481998,,0.9631654749755911,,,
XM,H,2,0.03,equal,A2_random,global,2007-01,2019-12,2020-01,2022-12,3,451,451,30,312.06666666666666,0.6289353875282626,0.26233841350535253,0.0025202626763559627,-0.23024679086494287,0.0028504362193884332,1.0247949438739803,0.009254840845676397,,
XM,H,2,0.03,proportional,A_hrp,group_relative,2007-01,2019-12,2020-01,2022-12,3,451,451,1,0.0,0.6289353875282626,0.20461190834312748,,-0.22363441031915188,,0.9144276182392701,,,
XM,H,2,0.03,proportional,A2_random,group_relative,2007-01,2019-12,2020-01,2022-12,3,451,451,30,311.6666666666667,0.6289353875282626,0.2657430383476203,0.0028444937879357358,-0.22827219580930694,0.0017345219340910393,1.0377009089180185,0.007301388927818879,,
XM,H,2,0.03,proportional,A_hrp,global,2007-01,2019-12,2020-01,2022-12,3,451,451,1,376.0,0.6289353875282626,0.23984150445753216,,-0.21329655918108303,,1.0469756773769048,,,
XM,H,2,0.03,proportional,A2_random,global,2007-01,2019-12,2020-01,2022-12,3,451,451,30,310.6333333333333,0.6289353875282626,0.2652685150963061,0.0027112274395695106,-0.22827415490050923,0.0016938647950370995,1.0363763742123557,0.007155048528246432,,
XM,H,3,legacy,equal,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,3,15,15,1,0.0,0.6470069627857943,0.331891729090521,,-0.12802268160459762,,1.698698634874966,,4.6016349178683695,
XM,H,3,legacy,equal,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,3,15,15,30,0.0,0.6470069627857943,0.5578187285559566,0.05460903260764197,-0.13099280301658384,0.013126800005956858,2.0761622573646417,0.0846442009755227,4.601018622110401,0.28171367245483636
XM,H,3,legacy,equal,A_hrp,global,2007-01,2022-12,2023-01,2025-12,3,15,15,1,4.0,0.6470069627857943,0.3618230480064022,,-0.13976269067375258,,1.8312391277069286,,5.096035960483298,
XM,H,3,legacy,equal,A2_random,global,2007-01,2022-12,2023-01,2025-12,3,15,15,30,0.0,0.6470069627857943,0.5565492617497191,0.055396694392965615,-0.1310083622334383,0.013113825836829976,2.0745366035810786,0.08411069728425902,4.601039132068546,0.28172909276913105
XM,H,3,legacy,proportional,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,3,15,15,1,0.0,0.6470069627857943,0.3596913519676539,,-0.1012454668400945,,1.9531725341617259,,4.9219769094823596,
XM,H,3,legacy,proportional,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,3,15,15,30,0.0,0.6470069627857943,0.5372605627569023,0.041321653452738964,-0.13908565225934355,0.011141730947826204,1.9981994782372254,0.052803208435292445,4.4802013238159075,0.2838609795861786
XM,H,3,legacy,proportional,A_hrp,global,2007-01,2022-12,2023-01,2025-12,3,15,15,1,1.0,0.6470069627857943,0.42922986771578264,,-0.11825227816527284,,2.0981850848414947,,5.732902512932431,
XM,H,3,legacy,proportional,A2_random,global,2007-01,2022-12,2023-01,2025-12,3,15,15,30,0.0,0.6470069627857943,0.5372605627569023,0.041321653452738964,-0.13908565225934355,0.011141730947826204,1.9981994782372254,0.052803208435292445,4.4802013238159075,0.2838609795861786
XM,H,3,0.03,equal,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,3,451,451,1,48.0,0.6470069627857943,0.22188954815010087,,-0.13467810770758337,,1.3709153023519856,,,
XM,H,3,0.03,equal,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,3,451,451,30,334.1,0.6470069627857943,0.36802502603508785,0.005446292471720802,-0.136654985875301,0.0029347868686938144,1.6962276598004715,0.012962541657321294,,
XM,H,3,0.03,equal,A_hrp,global,2007-01,2022-12,2023-01,2025-12,3,451,451,1,384.0,0.6470069627857943,0.26078047137477767,,-0.12739348977342868,,1.585058283289624,,,
XM,H,3,0.03,equal,A2_random,global,2007-01,2022-12,2023-01,2025-12,3,451,451,30,333.7,0.6470069627857943,0.36785675439551807,0.005663386695704306,-0.13655371908592676,0.002971679965190849,1.6963717859374166,0.013081390225354627,,
XM,H,3,0.03,proportional,A_hrp,group_relative,2007-01,2022-12,2023-01,2025-12,3,451,451,1,2.0,0.6470069627857943,0.23436160094389247,,-0.12433217300016941,,1.4563403328557945,,,
XM,H,3,0.03,proportional,A2_random,group_relative,2007-01,2022-12,2023-01,2025-12,3,451,451,30,334.2,0.6470069627857943,0.37243685092040946,0.0035164414234125706,-0.1371334639069939,0.0013677657824524043,1.7079441515925498,0.009319463904281816,,
XM,H,3,0.03,proportional,A_hrp,global,2007-01,2022-12,2023-01,2025-12,3,451,451,1,384.0,0.6470069627857943,0.2899115022153771,,-0.1178028308725273,,1.746810686352887,,,
XM,H,3,0.03,proportional,A2_random,global,2007-01,2022-12,2023-01,2025-12,3,451,451,30,333.8333333333333,0.6470069627857943,0.37232775265031787,0.0037411245877050753,-0.13705446190523174,0.0014991782111705963,1.7075913545044432,0.00912524704130122,,
